x,t=1.00e-01s,t=2.00e-01s,t=5.00e-01s,t=1.00e+00s
2.000000000000000164e-05,1.245949927992168858e+19,2.463925340772477747e+19,5.963981356615457178e+19,1.135592811490570404e+20
2.000000000000000164e-05,1.245949927942891110e+19,2.463925340827511603e+19,5.963981356601422643e+19,1.135592811488800932e+20
2.000000000000000164e-05,1.245949927942897869e+19,2.463925340827463680e+19,5.963981356601489818e+19,1.135592811488793559e+20
2.000000000000000164e-05,1.245948999635656294e+19,2.463924619054143078e+19,5.963982500835907994e+19,1.135592835787227136e+20
2.000000000000000164e-05,1.245687306681396429e+19,2.463596273084544205e+19,5.963982136633075302e+19,1.135643461466187694e+20
2.000000000000000164e-05,1.245949927942936371e+19,2.463925340827136000e+19,5.963981356601927270e+19,1.135592811488735560e+20
2.000000000000000164e-05,1.246014103185348813e+19,2.463998254256059597e+19,5.963954276390784205e+19,1.135581735957962097e+20
2.000000000000000164e-05,1.245949928712487526e+19,2.463925340928266650e+19,5.963981355532584550e+19,1.135592811628287918e+20
2.000000000000000164e-05,1.245949927942898893e+19,2.463925340827464909e+19,5.963981356601488179e+19,1.135592811488793395e+20
2.000000000000000164e-05,1.245949927942897050e+19,2.463925340827461632e+19,5.963981356601484083e+19,1.135592811488792412e+20
2.000000000000000164e-05,1.245949927942915891e+19,2.463925340828630630e+19,5.963981356599733453e+19,1.135592811489038991e+20
2.000000000000000164e-05,1.245949873273254298e+19,2.463925311932022374e+19,5.963981436022199910e+19,1.135592807114517381e+20
2.000000000000000164e-05,1.245949941172352614e+19,2.463925346117020877e+19,5.963981337019062682e+19,1.135592813123931013e+20
2.000000000000000164e-05,1.245941052602280550e+19,2.463891745451276698e+19,5.963932820155951514e+19,1.135607432637708698e+20
2.000000000000000164e-05,1.245949929417873408e+19,2.463925338824484864e+19,5.963981357428741734e+19,1.135592811543562158e+20
2.000000000000000164e-05,1.263818735865741312e+19,2.492492188175828992e+19,5.995819454160616653e+19,1.135137686715901706e+20
2.000000000000000164e-05,1.247023127616751002e+19,2.465394394169586074e+19,5.964517975255851008e+19,1.135395801474283110e+20
2.000000000000000164e-05,1.241569670839187046e+19,2.457425537992033894e+19,5.959194926044413952e+19,1.136173087196758999e+20
2.000000000000000164e-05,1.245949927939261850e+19,2.463925340829032038e+19,5.963981356604080947e+19,1.135592811488174244e+20
2.000000000000000164e-05,1.245949927942898893e+19,2.463925340827465318e+19,5.963981356601492275e+19,1.135592811488793887e+20
2.000000000000000164e-05,1.245934268240402227e+19,2.463909397235317965e+19,5.963993302762510746e+19,1.135594892070332989e+20
2.000000000000000164e-05,1.545704139954223718e+19,3.014915197973691597e+19,7.024867262794679091e+19,1.266381111362794619e+20
2.000000000000000164e-05,9.999999999998761250e+14,1.000000000003259625e+15,1.000000000008854250e+15,1.000000000007618750e+15
2.000000000000000164e-05,1.245953743589558067e+19,2.463928769873645978e+19,5.963977421475939123e+19,1.135592499057625825e+20
4.000000000000000327e-05,9.395542873193465856e+18,1.892871202665757901e+19,4.821052090576013722e+19,9.859610695365240422e+19
4.000000000000000327e-05,1.232027004869531443e+19,2.442086227642378650e+19,5.944079467225738445e+19,1.138017228956081848e+20
4.000000000000000327e-05,8.835061632186270720e+18,1.798999442577489101e+19,4.697913187923631309e+19,9.857090507469363610e+19
4.000000000000000327e-05,9.395542872833417216e+18,1.892871202667312333e+19,4.821052090622129766e+19,9.859610695290331136e+19
4.000000000000000327e-05,9.395542873232056320e+18,1.892871202456211046e+19,4.821052090919058637e+19,9.859610694835575194e+19
4.000000000000000327e-05,9.395542872833437696e+18,1.892871202667311514e+19,4.821052090622135501e+19,9.859610695290339328e+19
4.000000000000000327e-05,9.395542871334582272e+18,1.892871202652360294e+19,4.821052090833363763e+19,9.859610694990480998e+19
4.000000000000000327e-05,9.395517132784551936e+18,1.892867046551362355e+19,4.821053693637058560e+19,9.859622893427764429e+19
4.000000000000000327e-05,9.395542872747208704e+18,1.892871202668968346e+19,4.821052090631729152e+19,9.859610695272754381e+19
4.000000000000000327e-05,9.395542872833501184e+18,1.892871202667302093e+19,4.821052090622137139e+19,9.859610695290331136e+19
4.000000000000000327e-05,9.395542872833779712e+18,1.892871202667361485e+19,4.821052090622050304e+19,9.859610695290380288e+19
4.000000000000000327e-05,9.395542872833427456e+18,1.892871202667309466e+19,4.821052090622137139e+19,9.859610695290332774e+19
4.000000000000000327e-05,9.395542433229287424e+18,1.892871175131981414e+19,4.821052154965419622e+19,9.859610671459966976e+19
4.000000000000000327e-05,9.395542886751717376e+18,1.892871202860612813e+19,4.821052088103088947e+19,9.859610700082108826e+19
4.000000000000000327e-05,9.395544683046293504e+18,1.892871338469833933e+19,4.821051847147079270e+19,9.859610689043842662e+19
4.000000000000000327e-05,9.395417666412965888e+18,1.892857301574391808e+19,4.821059630551550362e+19,9.859632375542236774e+19
4.000000000000000327e-05,9.395573418766368768e+18,1.892874232258405171e+19,4.821049282876663398e+19,9.859606954173177856e+19
4.000000000000000327e-05,9.395542872833425408e+18,1.892871202667310694e+19,4.821052090622133043e+19,9.859610695290334413e+19
4.000000000000000327e-05,9.404103014160134144e+18,1.894120329898047078e+19,4.821763030885221990e+19,9.857956236069940429e+19
4.000000000000000327e-05,9.395542872833439744e+18,1.892871202667309875e+19,4.821052090622134682e+19,9.859610695290327859e+19
4.000000000000000327e-05,9.395542979396562944e+18,1.892871207995096678e+19,4.821052074365789798e+19,9.859610706538268262e+19
4.000000000000000327e-05,9.395542872828633088e+18,1.892871202668150784e+19,4.821052090621348250e+19,9.859610695291558298e+19
4.000000000000000327e-05,9.393446994935820288e+18,1.892589571466505421e+19,4.820996200005046272e+19,9.860069402415567667e+19
4.000000000000000327e-05,9.395542673090129920e+18,1.892871203963526758e+19,4.821052118361181389e+19,9.859610644760435098e+19
4.000000000000000327e-05,9.395542872833441792e+18,1.892871202667318067e+19,4.821052090622128128e+19,9.859610695290340966e+19
4.000000000000000327e-05,9.395542879057065984e+18,1.892871202815015731e+19,4.821052089691844608e+19,9.859610696409869517e+19
4.000000000000000327e-05,9.478322568557043712e+18,1.905007514136687821e+19,4.828270338879800115e+19,9.841232091515928576e+19
4.000000000000000327e-05,9.395542872833411072e+18,1.892871202667277517e+19,4.821052090622174822e+19,9.859610695290290176e+19
4.000000000000000327e-05,9.395542847052732416e+18,1.892871201712163635e+19,4.821052094578540544e+19,9.859610691474163302e+19
4.000000000000000327e-05,9.395535431105818624e+18,1.892870553824053248e+19,4.821052957661501850e+19,9.859611170832824730e+19
4.000000000000000327e-05,9.396055438489780224e+18,1.892934119144568422e+19,4.821041387728952525e+19,9.859503883555692544e+19
4.000000000000000327e-05,9.395542872828538880e+18,1.892871202667563008e+19,4.821052090622458266e+19,9.859610695289546342e+19
4.000000000000000327e-05,1.000000000004197750e+15,1.000000000002436250e+15,1.000000000010954625e+15,1.000000000002946625e+15
4.000000000000000327e-05,9.395542872552777728e+18,1.892871202727257293e+19,4.821052090565270733e+19,9.859610695363582362e+19
4.000000000000000327e-05,9.395536487939588096e+18,1.892871210719355290e+19,4.821053128166172262e+19,9.859608806119279821e+19
4.000000000000000327e-05,9.385900924121473024e+18,1.891646060448176947e+19,4.821133611379215565e+19,9.862137809102602240e+19
4.000000000000000327e-05,1.172956555934140621e+19,2.338729460530823987e+19,5.775529878658079130e+19,1.124339315432859238e+20
4.000000000000000327e-05,1.000000000003138375e+15,1.000000000002245250e+15,9.999999999922846250e+14,1.000000000010440625e+15
4.000000000000000327e-05,9.395542872834588672e+18,1.892871202667229184e+19,4.821052090622087168e+19,9.859610695290470400e+19
4.000000000000000327e-05,9.395542872833433600e+18,1.892871202667309875e+19,4.821052090622135501e+19,9.859610695290332774e+19
4.000000000000000327e-05,9.395542872833437696e+18,1.892871202667311104e+19,4.821052090622133862e+19,9.859610695290339328e+19
4.000000000000000327e-05,9.396353139594446848e+18,1.892962963671299277e+19,4.820996995534712013e+19,9.859421871421281075e+19
4.000000000000000327e-05,8.818410843016884224e+18,1.788947810943923405e+19,4.640961319059546112e+19,9.712834831485032858e+19
4.000000000000000327e-05,9.537691751428737024e+18,1.916867882494712627e+19,4.853060848896773325e+19,9.863089381358680474e+19
4.000000000000000327e-05,9.395542872879759360e+18,1.892871202657455309e+19,4.821052090631566131e+19,9.859610695277808845e+19
4.000000000000000327e-05,9.395542872854020096e+18,1.892871202666591437e+19,4.821052090620270182e+19,9.859610695294197760e+19
4.000000000000000327e-05,9.395542872833431552e+18,1.892871202667307418e+19,4.821052090622138778e+19,9.859610695290321306e+19
4.000000000000000327e-05,9.395544440861360128e+18,1.892871207508397261e+19,4.821051860647839334e+19,9.859611068072824013e+19
4.000000000000000327e-05,9.395542872833157120e+18,1.892871202667333632e+19,4.821052090622135501e+19,9.859610695290316390e+19
4.000000000000000327e-05,9.360627716246497280e+18,1.887375249010894848e+19,4.815850321074262016e+19,9.863725226174647501e+19
4.000000000000000327e-05,9.395542872833433600e+18,1.892871202667309466e+19,4.821052090622133043e+19,9.859610695290329498e+19
6.000000000000000152e-05,1.014841924636903834e+19,2.024610212739296461e+19,5.031402630775885005e+19,1.000255886515402342e+20
6.000000000000000152e-05,1.014842115727292416e+19,2.024610346293680538e+19,5.031402376377568461e+19,1.000255887934675026e+20
6.000000000000000152e-05,1.011816896582206054e+19,2.020410734170424525e+19,5.029981236537746227e+19,1.000992737624373494e+20
6.000000000000000152e-05,1.015741296707197133e+19,2.025887203063264870e+19,5.032051722185965568e+19,1.000091557805439058e+20
6.000000000000000152e-05,1.014841926125285786e+19,2.024610211926803661e+19,5.031402629714812109e+19,1.000255886808741970e+20
6.000000000000000152e-05,1.014841937269015552e+19,2.024610217016671027e+19,5.031402613109095629e+19,1.000255888015826616e+20
6.000000000000000152e-05,1.011170546007128269e+19,2.018975071121644339e+19,5.026433651845917082e+19,1.000674274580791624e+20
6.000000000000000152e-05,1.014841926162778931e+19,2.024610211923324109e+19,5.031402629669595546e+19,1.000255886816193249e+20
6.000000000000000152e-05,9.478322568557062144e+18,1.905007514136690278e+19,4.828270338879801754e+19,9.841232091515933491e+19
6.000000000000000152e-05,1.014841926125257933e+19,2.024610211926831104e+19,5.031402629714814566e+19,1.000255886808741315e+20
6.000000000000000152e-05,1.014841926125285581e+19,2.024610211926800794e+19,5.031402629714821120e+19,1.000255886808743281e+20
6.000000000000000152e-05,1.014841926125285786e+19,2.024610211926804070e+19,5.031402629714820301e+19,1.000255886808742461e+20
6.000000000000000152e-05,1.014847490392883405e+19,2.024614776882089165e+19,5.031394992460042240e+19,1.000255572514998845e+20
6.000000000000000152e-05,1.014841925969008845e+19,2.024610211918646067e+19,5.031402629924686234e+19,1.000255886778528727e+20
6.000000000000000152e-05,1.000000000001090000e+15,1.000000000005822000e+15,1.000000000012019750e+15,1.000000000004222500e+15
6.000000000000000152e-05,1.014841926125285171e+19,2.024610211926802022e+19,5.031402629714813747e+19,1.000255886808742298e+20
6.000000000000000152e-05,1.014841936218515661e+19,2.024610207559074611e+19,5.031402620645042586e+19,1.000255889045294776e+20
6.000000000000000152e-05,1.014841926125292544e+19,2.024610211926795878e+19,5.031402629714821939e+19,1.000255886808742953e+20
6.000000000000000152e-05,1.014841926259334758e+19,2.024610211860678656e+19,5.031402629604569088e+19,1.000255886839064166e+20
6.000000000000000152e-05,1.014841923431719322e+19,2.024610211048406630e+19,5.031402633722625229e+19,1.000255886411611013e+20
6.000000000000000152e-05,1.030718205299841434e+19,2.049989666914979840e+19,5.057825865449291776e+19,9.986148180239137178e+19
6.000000000000000152e-05,1.014841926125288653e+19,2.024610211926797926e+19,5.031402629714817024e+19,1.000255886808740168e+20
6.000000000000000152e-05,1.014841926774890086e+19,2.024610212051216384e+19,5.031402628780820890e+19,1.000255886923135386e+20
6.000000000000000152e-05,1.014841880116169114e+19,2.024610185053401088e+19,5.031402696007963443e+19,1.000255884031812895e+20
6.000000000000000152e-05,1.014841926125284147e+19,2.024610211926805709e+19,5.031402629714811290e+19,1.000255886808742298e+20
6.000000000000000152e-05,1.014841926125251584e+19,2.024610211926924083e+19,5.031402629714660557e+19,1.000255886808765563e+20
6.000000000000000152e-05,1.014841926125286400e+19,2.024610211926803251e+19,5.031402629714816205e+19,1.000255886808742298e+20
6.000000000000000152e-05,1.014841146128580403e+19,2.024609563767582720e+19,5.031403543621254349e+19,1.000255927068298936e+20
6.000000000000000152e-05,1.014895738242390426e+19,2.024674126866847334e+19,5.031388026263059661e+19,1.000245533939557827e+20
6.000000000000000152e-05,1.014828787095667712e+19,2.024596150500567450e+19,5.031411097424272589e+19,1.000257952421620449e+20
6.000000000000000152e-05,1.014841926125548749e+19,2.024610211925765325e+19,5.031402629716093338e+19,1.000255886808561746e+20
6.000000000000000152e-05,1.014841894881694515e+19,2.024610233141046477e+19,5.031402656701129523e+19,1.000255876938003743e+20
6.000000000000000152e-05,1.014841926125286195e+19,2.024610211926804070e+19,5.031402629714817024e+19,1.000255886808742789e+20
6.000000000000000152e-05,1.014841926125285376e+19,2.024610211926802842e+19,5.031402629714812928e+19,1.000255886808742298e+20
6.000000000000000152e-05,1.014841665580584550e+19,2.024609939094885990e+19,5.031403071300298342e+19,1.000255906237533716e+20
6.000000000000000152e-05,1.014782712559317811e+19,2.024552630015178342e+19,5.031462913279991808e+19,1.000264487883256791e+20
6.000000000000000152e-05,1.014841926125406208e+19,2.024610211926713958e+19,5.031402629714782618e+19,1.000255886808755241e+20
6.000000000000000152e-05,1.014841926124086272e+19,2.024610211932019507e+19,5.031402629708147098e+19,1.000255886809723863e+20
6.000000000000000152e-05,1.015312903801026970e+19,2.025163364343812506e+19,5.031203809732500685e+19,1.000147420283027456e+20
6.000000000000000152e-05,9.999999999992033750e+14,9.999999999983623750e+14,9.999999999906907500e+14,9.999999999915583750e+14
6.000000000000000152e-05,1.014621810623502131e+19,2.024323130800491315e+19,5.031362548462052147e+19,1.000300903961548554e+20
6.000000000000000152e-05,1.014845129809664819e+19,2.024613259829721498e+19,5.031399609314199142e+19,1.000255541149496607e+20
6.000000000000000152e-05,1.014841926125285376e+19,2.024610211926801613e+19,5.031402629714811290e+19,1.000255886808742134e+20
6.000000000000000152e-05,1.246893288194494874e+19,2.465287768601396838e+19,5.964520562287880602e+19,1.135306399386691830e+20
6.000000000000000152e-05,1.014841926116317594e+19,2.024610211928997888e+19,5.031402629724047770e+19,1.000255886807019192e+20
6.000000000000000152e-05,1.014841926124778906e+19,2.024610211927097344e+19,5.031402629715105382e+19,1.000255886808669553e+20
6.000000000000000152e-05,1.014841926121716531e+19,2.024610211915611341e+19,5.031402629739582259e+19,1.000255886804245217e+20
6.000000000000000152e-05,1.014841926127422669e+19,2.024610211925936538e+19,5.031402629713072128e+19,1.000255886809113887e+20
6.000000000000000152e-05,1.263818735865743565e+19,2.492492188175832269e+19,5.995819454160624845e+19,1.135137686715904000e+20
6.000000000000000152e-05,9.537691751428737024e+18,1.916867882494710989e+19,4.853060848896771686e+19,9.863089381358688666e+19
6.000000000000000152e-05,1.029819070134173082e+19,2.049315444531281510e+19,5.062609780384724582e+19,1.000511641837571113e+20
8.000000000000000654e-05,1.241569670839187661e+19,2.457425537992033485e+19,5.959194926044415590e+19,1.136173087196758835e+20
8.000000000000000654e-05,9.999999999999287500e+14,1.000000000000083500e+15,1.000000000014929125e+15,1.000000000002912750e+15
8.000000000000000654e-05,9.360627716246493184e+18,1.887375249010894029e+19,4.815850321074262016e+19,9.863725226174650778e+19
8.000000000000000654e-05,9.963461856832917504e+18,1.994365779970796339e+19,4.994991211498571366e+19,1.000423524002568274e+20
8.000000000000000654e-05,9.963592058711115776e+18,1.994379862116136550e+19,4.994982881230344192e+19,1.000421433638478316e+20
8.000000000000000654e-05,9.963592058359924736e+18,1.994379862118239437e+19,4.994982881274302464e+19,1.000421433631339315e+20
8.000000000000000654e-05,9.963592058338670592e+18,1.994379862119066010e+19,4.994982881276094054e+19,1.000421433630961992e+20
8.000000000000000654e-05,9.385900924121479168e+18,1.891646060448178176e+19,4.821133611379219661e+19,9.862137809102594048e+19
8.000000000000000654e-05,9.963592058436900864e+18,1.994379862107760640e+19,4.994982881279427379e+19,1.000421433631224791e+20
8.000000000000000654e-05,9.963592058338672640e+18,1.994379862119063962e+19,4.994982881276092416e+19,1.000421433630961664e+20
8.000000000000000654e-05,9.963595569295388672e+18,1.994380037890647245e+19,4.994982307773670195e+19,1.000421472229347000e+20
8.000000000000000654e-05,9.963592058249543680e+18,1.994379862121112781e+19,4.994982881285480448e+19,1.000421433629217751e+20
8.000000000000000654e-05,9.963591855721963520e+18,1.994379849515894374e+19,4.994982920883903693e+19,1.000421430239029494e+20
8.000000000000000654e-05,9.963592058333622272e+18,1.994379862119346995e+19,4.994982881276393062e+19,1.000421433630886461e+20
8.000000000000000654e-05,9.961911890469810176e+18,1.994194493890547302e+19,4.995094111062228173e+19,1.000455164289168998e+20
8.000000000000000654e-05,9.963592058338678784e+18,1.994379862119066419e+19,4.994982881276090778e+19,1.000421433630961664e+20
8.000000000000000654e-05,9.963592058338672640e+18,1.994379862119064781e+19,4.994982881276085862e+19,1.000421433630962319e+20
8.000000000000000654e-05,9.963592056786894848e+18,1.994379862108863283e+19,4.994982881487656550e+19,1.000421433600552305e+20
8.000000000000000654e-05,9.963592058339864576e+18,1.994379862118978355e+19,4.994982881276056371e+19,1.000421433630974771e+20
8.000000000000000654e-05,1.011816896582204621e+19,2.020410734170425344e+19,5.029981236537744589e+19,1.000992737624373658e+20
8.000000000000000654e-05,9.963592058333036544e+18,1.994379862118936576e+19,4.994982881277050880e+19,1.000421433630788649e+20
8.000000000000000654e-05,9.963858940611360768e+18,1.994403370865968742e+19,4.994950935782224691e+19,1.000418965555177554e+20
8.000000000000000654e-05,1.245941052602281574e+19,2.463891745451276288e+19,5.963932820155955610e+19,1.135607432637708861e+20
8.000000000000000654e-05,9.923752075388229632e+18,1.988306326477121126e+19,4.990252636286897357e+19,1.001124626823834829e+20
8.000000000000000654e-05,9.963592031610218496e+18,1.994379861213728358e+19,4.994982885296418816e+19,1.000421433233291510e+20
8.000000000000000654e-05,9.963592058338660352e+18,1.994379862119078298e+19,4.994982881276077670e+19,1.000421433630963958e+20
8.000000000000000654e-05,9.963591602038968320e+18,1.994379834919411712e+19,4.994982947517177856e+19,1.000421430889252127e+20
