x,t=steady
4.074000000000000296e-06,1.365055928832484762e+19
4.080999999999999552e-06,1.364130158397837926e+19
4.087999999999999654e-06,1.363193166503376691e+19
4.094999999999999756e-06,1.362244953149101875e+19
4.101999999999999859e-06,1.361285518335012864e+19
4.108999999999999961e-06,1.360314862061110682e+19
4.116000000000000064e-06,1.359332984327394714e+19
4.123000000000000166e-06,1.358339885133865165e+19
4.130000000000000268e-06,1.357335564480520397e+19
4.136999999999999524e-06,1.356320022367363686e+19
4.143999999999999626e-06,1.355293258794392576e+19
4.150999999999999729e-06,1.354255273761607066e+19
4.157999999999999831e-06,1.353206067269008179e+19
4.164999999999999933e-06,1.352145639316595098e+19
4.172000000000000036e-06,1.351073989904368640e+19
4.179000000000000138e-06,1.349991119032327578e+19
4.186000000000000240e-06,1.348897026700473549e+19
4.192999999999999496e-06,1.347791712908805734e+19
4.199999999999999598e-06,1.346675177657323930e+19
4.206999999999999701e-06,1.345547420946029158e+19
4.213999999999999803e-06,1.344408442774919373e+19
4.220999999999999905e-06,1.343258243143997235e+19
4.228000000000000008e-06,1.342096822053259469e+19
4.235000000000000110e-06,1.340924179502709555e+19
4.242000000000000212e-06,1.339740315492344218e+19
4.248999999999999468e-06,1.338545230022166528e+19
4.255999999999999570e-06,1.337338923092174234e+19
4.262999999999999673e-06,1.336121394702369178e+19
4.269999999999999775e-06,1.334892644852749926e+19
4.276999999999999877e-06,1.333652673543316890e+19
4.283999999999999980e-06,1.332401480774069862e+19
4.291000000000000082e-06,1.331139066545009254e+19
4.298000000000000185e-06,1.329865430856135475e+19
4.305000000000000287e-06,1.328580573707447091e+19
4.311999999999999542e-06,1.327284495098945741e+19
4.318999999999999645e-06,1.325977195030631014e+19
4.325999999999999747e-06,1.324658673502502707e+19
4.332999999999999849e-06,1.323328930514559795e+19
4.339999999999999952e-06,1.321987966066803917e+19
4.347000000000000054e-06,1.320635780159233843e+19
4.354000000000000157e-06,1.319272372791850803e+19
4.361000000000000259e-06,1.317897743964651930e+19
4.367999999999999514e-06,1.316511893677641318e+19
4.374999999999999617e-06,1.315114821930816102e+19
4.381999999999999719e-06,1.313706528724177715e+19
4.388999999999999822e-06,1.312287014057725542e+19
4.395999999999999924e-06,1.310856277931458560e+19
4.403000000000000026e-06,1.309414320345378406e+19
4.410000000000000129e-06,1.307961141299484058e+19
4.417000000000000231e-06,1.306496740793775718e+19
4.423999999999999486e-06,1.305021118828254208e+19
4.430999999999999589e-06,1.303534275402919526e+19
4.437999999999999691e-06,1.302036210517770035e+19
4.444999999999999794e-06,1.300526924172807987e+19
4.451999999999999896e-06,1.299006416368031130e+19
4.458999999999999998e-06,1.297474687103440486e+19
4.466000000000000101e-06,1.295931736379036672e+19
4.473000000000000203e-06,1.294377564194818253e+19
4.479999999999999458e-06,1.292812170550787072e+19
4.486999999999999561e-06,1.291235555446942515e+19
4.493999999999999663e-06,1.289647718883283354e+19
4.500999999999999766e-06,1.288048660859810611e+19
4.507999999999999868e-06,1.286438381376524698e+19
4.514999999999999970e-06,1.284816880433424589e+19
4.522000000000000073e-06,1.283184158030510080e+19
4.529000000000000175e-06,1.281540214167782195e+19
4.536000000000000278e-06,1.279885048845240934e+19
4.542999999999999533e-06,1.278218662062886502e+19
4.549999999999999635e-06,1.276541053820717261e+19
4.556999999999999738e-06,1.274852224118734643e+19
4.563999999999999840e-06,1.273152172956939469e+19
4.570999999999999942e-06,1.271440900335329280e+19
4.578000000000000045e-06,1.269718406253905715e+19
4.585000000000000147e-06,1.267984690712668774e+19
4.592000000000000250e-06,1.266239753711617229e+19
4.598999999999999505e-06,1.264483595250753126e+19
4.605999999999999607e-06,1.262716215330074829e+19
4.612999999999999710e-06,1.260937613949583155e+19
4.619999999999999812e-06,1.259147791109276467e+19
4.626999999999999914e-06,1.257346746809156813e+19
4.634000000000000017e-06,1.255534481049222554e+19
4.641000000000000119e-06,1.253710993829474714e+19
4.648000000000000222e-06,1.251876285149913702e+19
4.654999999999999477e-06,1.250030355010538496e+19
4.661999999999999579e-06,1.248173203411349914e+19
4.668999999999999682e-06,1.246304830352347955e+19
4.675999999999999784e-06,1.244425235833531392e+19
4.682999999999999887e-06,1.242534419854901248e+19
4.689999999999999989e-06,1.240632382416456909e+19
4.697000000000000091e-06,1.238719123518198989e+19
4.704000000000000194e-06,1.236794643160127488e+19
4.711000000000000296e-06,1.234858941342241997e+19
4.717999999999999551e-06,1.232912018064543130e+19
4.724999999999999654e-06,1.230953873327029658e+19
4.731999999999999756e-06,1.228984507129703219e+19
4.738999999999999859e-06,1.227003919472562790e+19
4.745999999999999961e-06,1.225012110355607757e+19
4.753000000000000063e-06,1.223009079778839962e+19
4.760000000000000166e-06,1.220994827742257971e+19
4.767000000000000268e-06,1.218969354245861786e+19
4.773999999999999524e-06,1.216932659289653453e+19
4.780999999999999626e-06,1.214884742873629082e+19
4.787999999999999728e-06,1.212825604997793178e+19
4.794999999999999831e-06,1.210755245662141645e+19
4.801999999999999933e-06,1.208673664866678170e+19
4.809000000000000035e-06,1.206580862611398861e+19
4.816000000000000138e-06,1.204476838896307405e+19
4.823000000000000240e-06,1.202361593721401549e+19
4.829999999999999496e-06,1.200235127086682112e+19
4.836999999999999598e-06,1.198097438992149094e+19
4.843999999999999700e-06,1.195948529437802086e+19
4.850999999999999803e-06,1.193788398423641498e+19
4.857999999999999905e-06,1.191617045949667328e+19
4.865000000000000007e-06,1.189434472015879168e+19
4.872000000000000110e-06,1.187240676622278042e+19
4.879000000000000212e-06,1.185035659768861491e+19
4.885999999999999468e-06,1.182819421455633408e+19
4.892999999999999570e-06,1.180591961682590106e+19
4.899999999999999672e-06,1.178353280449734042e+19
4.906999999999999775e-06,1.176103377757063373e+19
4.913999999999999877e-06,1.173842253604579123e+19
4.920999999999999980e-06,1.171569907992281088e+19
4.928000000000000082e-06,1.169286340920169472e+19
4.935000000000000184e-06,1.166991552388243456e+19
4.942000000000000287e-06,1.164685542396503654e+19
4.948999999999999542e-06,1.162368310944950886e+19
4.955999999999999644e-06,1.160039858033583104e+19
4.962999999999999747e-06,1.157700183662402970e+19
4.969999999999999849e-06,1.155349287831408026e+19
4.976999999999999952e-06,1.152987170540599706e+19
4.984000000000000054e-06,1.150613831789977395e+19
4.991000000000000156e-06,1.148229271579541504e+19
4.998000000000000259e-06,1.145833489909290598e+19
5.004999999999999514e-06,1.143426486779227546e+19
5.011999999999999616e-06,1.141008262189349888e+19
5.018999999999999719e-06,1.138578816139658445e+19
5.025999999999999821e-06,1.136138148630153216e+19
5.032999999999999924e-06,1.133686259660834202e+19
5.040000000000000026e-06,1.131223149231701606e+19
5.047000000000000128e-06,1.128748817342754406e+19
5.054000000000000231e-06,1.126263263993994445e+19
5.060999999999999486e-06,1.123766489185420493e+19
5.067999999999999589e-06,1.121258492917032346e+19
5.074999999999999691e-06,1.118739275188831232e+19
5.081999999999999793e-06,1.116208836000815718e+19
5.088999999999999896e-06,1.113667175352986419e+19
5.095999999999999998e-06,1.111114293245343130e+19
5.103000000000000100e-06,1.108550189677885645e+19
5.110000000000000203e-06,1.105974864650615194e+19
5.116999999999999458e-06,1.103388318163530957e+19
5.123999999999999561e-06,1.100790550216632320e+19
5.130999999999999663e-06,1.098181560809921126e+19
5.137999999999999765e-06,1.095561349943395533e+19
5.144999999999999868e-06,1.092929917617055539e+19
5.151999999999999970e-06,1.090287263830902374e+19
5.159000000000000073e-06,1.087633388584936038e+19
5.166000000000000175e-06,1.084968291879154483e+19
5.173000000000000277e-06,1.082291973713559757e+19
5.179999999999999533e-06,1.079604434088152474e+19
5.186999999999999635e-06,1.076905673002930176e+19
5.193999999999999737e-06,1.074195690457895322e+19
5.200999999999999840e-06,1.071474486453045248e+19
5.207999999999999942e-06,1.068742060988382413e+19
5.215000000000000045e-06,1.065998414063904768e+19
5.222000000000000147e-06,1.063243545679614566e+19
5.229000000000000249e-06,1.060477455835509146e+19
5.235999999999999505e-06,1.057700144531591782e+19
5.242999999999999607e-06,1.054911611767858586e+19
5.249999999999999709e-06,1.052111857544312627e+19
5.256999999999999812e-06,1.049300881860952269e+19
5.263999999999999914e-06,1.046478684717777920e+19
5.271000000000000017e-06,1.043645266114790195e+19
5.278000000000000119e-06,1.040800626051989094e+19
5.285000000000000221e-06,1.037944764529372774e+19
5.291999999999999477e-06,1.035077681546944717e+19
5.298999999999999579e-06,1.032199377104701645e+19
5.305999999999999682e-06,1.029309851202644787e+19
5.312999999999999784e-06,1.026409103840774349e+19
5.319999999999999886e-06,1.023497135019090534e+19
5.326999999999999989e-06,1.020573944737593344e+19
5.334000000000000091e-06,1.017639532996281344e+19
5.341000000000000193e-06,1.014693899795155763e+19
5.347999999999999449e-06,1.011737045134217216e+19
5.354999999999999551e-06,1.008768969013464474e+19
5.361999999999999654e-06,1.005789671432898150e+19
5.368999999999999756e-06,1.002799152392518246e+19
5.375999999999999858e-06,9.997974118923237376e+18
5.382999999999999961e-06,9.967844499323158528e+18
5.390000000000000063e-06,9.937602665124945920e+18
5.397000000000000166e-06,9.907248616328583168e+18
5.404000000000000268e-06,9.876782352934090752e+18
5.410999999999999523e-06,9.846203874941460480e+18
5.417999999999999626e-06,9.815513182350690304e+18
5.424999999999999728e-06,9.784710275161786368e+18
5.431999999999999830e-06,9.753795153374738432e+18
5.438999999999999933e-06,9.722767816989554688e+18
5.446000000000000035e-06,9.691628266006228992e+18
5.453000000000000138e-06,9.660376500424767488e+18
5.460000000000000240e-06,9.629012520245170176e+18
5.466999999999999495e-06,9.597536325467443200e+18
5.473999999999999598e-06,9.565947916091568128e+18
5.480999999999999700e-06,9.534247292117555200e+18
5.487999999999999802e-06,9.502434453545412608e+18
5.494999999999999905e-06,9.470509400375123968e+18
5.502000000000000007e-06,9.438472132606699520e+18
5.509000000000000110e-06,9.406322650240133120e+18
5.516000000000000212e-06,9.374060953275432960e+18
5.522999999999999467e-06,9.341687041712599040e+18
5.529999999999999570e-06,9.309200915551623168e+18
5.536999999999999672e-06,9.276602574792513536e+18
5.543999999999999775e-06,9.243892019435264000e+18
5.550999999999999877e-06,9.211069249479873536e+18
5.557999999999999979e-06,9.178134264926350336e+18
5.565000000000000082e-06,9.145087065774679040e+18
5.572000000000000184e-06,9.111927652024873984e+18
5.578999999999999439e-06,9.078656023676936192e+18
5.585999999999999542e-06,9.045272180730856448e+18
5.592999999999999644e-06,9.011776123186637824e+18
5.599999999999999747e-06,8.978167851044280320e+18
5.606999999999999849e-06,8.944447364303789056e+18
5.613999999999999951e-06,8.910614662965153792e+18
5.621000000000000054e-06,8.876669747028382720e+18
5.628000000000000156e-06,8.842612616493473792e+18
5.635000000000000259e-06,8.808443271360423936e+18
5.641999999999999514e-06,8.774161711629245440e+18
5.648999999999999616e-06,8.739767937299924992e+18
5.655999999999999719e-06,8.705261948372465664e+18
5.662999999999999821e-06,8.670643744846867456e+18
5.669999999999999923e-06,8.635913326723126272e+18
5.677000000000000026e-06,8.601070694001252352e+18
5.684000000000000128e-06,8.566115846681237504e+18
5.691000000000000231e-06,8.531048784763078656e+18
5.697999999999999486e-06,8.495869508246800384e+18
5.704999999999999588e-06,8.460578017132371968e+18
5.711999999999999691e-06,8.425174311419806720e+18
5.718999999999999793e-06,8.389658391109103616e+18
5.725999999999999895e-06,8.354030256200263680e+18
5.732999999999999998e-06,8.318289906693282816e+18
5.740000000000000100e-06,8.282437342588161024e+18
5.747000000000000203e-06,8.246472563884902400e+18
5.753999999999999458e-06,8.210395570583515136e+18
5.760999999999999560e-06,8.174206362683982848e+18
5.767999999999999663e-06,8.137904940186313728e+18
5.774999999999999765e-06,8.101491303090504704e+18
5.781999999999999868e-06,8.064965451396559872e+18
5.788999999999999970e-06,8.028327385104468992e+18
5.796000000000000072e-06,7.991577104214247424e+18
5.803000000000000175e-06,7.954714608725880832e+18
5.809999999999999430e-06,7.917739898639388672e+18
5.816999999999999532e-06,7.880652973954747392e+18
5.823999999999999635e-06,7.843453834671970304e+18
5.830999999999999737e-06,7.806142480791054336e+18
5.837999999999999840e-06,7.768718912311999488e+18
5.844999999999999942e-06,7.731183129234806784e+18
5.852000000000000044e-06,7.693535131559476224e+18
5.859000000000000147e-06,7.655774919286009856e+18
5.866000000000000249e-06,7.617902492414399488e+18
5.872999999999999504e-06,7.579917850944665600e+18
5.879999999999999607e-06,7.541820994876786688e+18
5.886999999999999709e-06,7.503611924210767872e+18
5.893999999999999812e-06,7.465290638946612224e+18
5.900999999999999914e-06,7.426857139084315648e+18
5.908000000000000016e-06,7.388311424623885312e+18
5.915000000000000119e-06,7.349653495565316096e+18
5.922000000000000221e-06,7.310883351908600832e+18
5.928999999999999477e-06,7.272000993653763072e+18
5.935999999999999579e-06,7.233006420800774144e+18
5.942999999999999681e-06,7.193899633349652480e+18
5.949999999999999784e-06,7.154680631300389888e+18
5.956999999999999886e-06,7.115349414652992512e+18
5.963999999999999988e-06,7.075905983407455232e+18
5.971000000000000091e-06,7.036350337563780096e+18
5.978000000000000193e-06,6.996682477121964032e+18
5.984999999999999449e-06,6.956902402082021376e+18
5.991999999999999551e-06,6.917010112443932672e+18
5.998999999999999653e-06,6.877005608207708160e+18
6.005999999999999756e-06,6.836888889373345792e+18
6.012999999999999858e-06,6.796659955940842496e+18
6.019999999999999961e-06,6.756318807910202368e+18
6.027000000000000063e-06,6.715865445281426432e+18
6.034000000000000165e-06,6.675299868054505472e+18
6.040999999999999421e-06,6.634622076229460992e+18
6.047999999999999523e-06,6.593832069806269440e+18
6.054999999999999625e-06,6.552929848784945152e+18
6.061999999999999728e-06,6.511915413165477888e+18
6.068999999999999830e-06,6.470788762947874816e+18
6.075999999999999933e-06,6.429549898132134912e+18
6.083000000000000035e-06,6.388198818718256128e+18
6.090000000000000137e-06,6.346735524706236416e+18
6.097000000000000240e-06,6.305160016096083968e+18
6.103999999999999495e-06,6.263472292887797760e+18
6.110999999999999597e-06,6.221672355081368576e+18
6.117999999999999700e-06,6.179760202676801536e+18
6.124999999999999802e-06,6.137735835674094592e+18
6.131999999999999905e-06,6.095599254073252864e+18
6.139000000000000007e-06,6.053350457874268160e+18
6.146000000000000109e-06,6.010989447077151744e+18
6.153000000000000212e-06,5.968516221681891328e+18
6.159999999999999467e-06,5.925930781688505344e+18
6.166999999999999570e-06,5.883233127096973312e+18
6.173999999999999672e-06,5.840423257907307520e+18
6.180999999999999774e-06,5.797501174119500800e+18
6.187999999999999877e-06,5.754466875733556224e+18
6.194999999999999979e-06,5.711320362749472768e+18
6.202000000000000081e-06,5.668061635167256576e+18
6.209000000000000184e-06,5.624690692986895360e+18
6.215999999999999439e-06,5.581207536208405504e+18
6.222999999999999542e-06,5.537612164831772672e+18
6.229999999999999644e-06,5.493904578857007104e+18
6.236999999999999746e-06,5.450084778284099584e+18
6.243999999999999849e-06,5.406152763113054208e+18
6.250999999999999951e-06,5.362108533343867904e+18
6.258000000000000054e-06,5.317952088976546816e+18
6.265000000000000156e-06,5.273683430011086848e+18
6.272000000000000258e-06,5.229302556447486976e+18
6.278999999999999514e-06,5.184809468285760512e+18
6.285999999999999616e-06,5.140204165525885952e+18
6.292999999999999718e-06,5.095486648167879680e+18
6.299999999999999821e-06,5.050656916211729408e+18
6.306999999999999923e-06,5.005714969657444352e+18
6.314000000000000026e-06,4.960660808505021440e+18
6.321000000000000128e-06,4.915494432754457600e+18
6.328000000000000230e-06,4.870215842405753856e+18
6.334999999999999486e-06,4.824825037458923520e+18
6.341999999999999588e-06,4.779322017913945088e+18
6.348999999999999690e-06,4.733706783770832896e+18
6.355999999999999793e-06,4.687979335029579776e+18
6.362999999999999895e-06,4.642139671690191872e+18
6.369999999999999998e-06,4.596187793752666624e+18
6.377000000000000100e-06,4.550123701216999936e+18
6.384000000000000202e-06,4.503947394083198976e+18
6.390999999999999458e-06,4.457658872351264768e+18
6.397999999999999560e-06,4.411258136021187072e+18
6.404999999999999663e-06,4.364745185092969472e+18
6.411999999999999765e-06,4.318120019566617088e+18
6.418999999999999867e-06,4.271382639442123264e+18
6.425999999999999970e-06,4.224533044719492608e+18
6.433000000000000072e-06,4.177571235398722048e+18
6.440000000000000174e-06,4.130497211479815680e+18
6.446999999999999430e-06,4.083310972962776064e+18
6.453999999999999532e-06,4.036012519847592448e+18
6.460999999999999635e-06,3.988601852134275072e+18
6.467999999999999737e-06,3.941078969822815232e+18
6.474999999999999839e-06,3.893443872913217536e+18
6.481999999999999942e-06,3.845696561405483520e+18
6.489000000000000044e-06,3.797837035299608064e+18
6.496000000000000147e-06,3.749865294595595776e+18
6.503000000000000249e-06,3.701781339293444608e+18
6.509999999999999504e-06,3.653585169393161216e+18
6.516999999999999607e-06,3.605276784894737920e+18
6.523999999999999709e-06,3.556856185798172672e+18
6.530999999999999811e-06,3.508323372103469568e+18
6.537999999999999914e-06,3.459678343810630144e+18
6.545000000000000016e-06,3.410921100919650304e+18
6.552000000000000119e-06,3.362051643430533632e+18
6.559000000000000221e-06,3.313069971343278592e+18
6.565999999999999476e-06,3.263976084657894912e+18
6.572999999999999579e-06,3.214769983374365184e+18
6.579999999999999681e-06,3.165451667492699648e+18
6.586999999999999783e-06,3.116021137012892672e+18
6.593999999999999886e-06,3.066478391934950400e+18
6.600999999999999988e-06,3.016823432258867712e+18
6.608000000000000091e-06,2.967056257984647168e+18
6.615000000000000193e-06,2.917176869112288256e+18
6.621999999999999448e-06,2.867185265641799168e+18
6.628999999999999551e-06,2.817081447573165056e+18
6.635999999999999653e-06,2.766865414906393600e+18
6.642999999999999756e-06,2.716537167641482752e+18
6.649999999999999858e-06,2.666096705778434048e+18
6.656999999999999960e-06,2.615544029317246976e+18
6.664000000000000063e-06,2.564879138257922560e+18
6.671000000000000165e-06,2.514102032600457728e+18
6.677999999999999420e-06,2.463212712344863232e+18
6.684999999999999523e-06,2.412211177491124224e+18
6.691999999999999625e-06,2.361097428039247872e+18
6.698999999999999728e-06,2.309871463989233152e+18
6.705999999999999830e-06,2.258533285341080320e+18
6.712999999999999932e-06,2.207082892094789376e+18
6.720000000000000035e-06,2.155520284250360576e+18
6.727000000000000137e-06,2.103845461807792640e+18
6.734000000000000239e-06,2.052058424767087872e+18
6.740999999999999495e-06,2.000159173128251648e+18
6.747999999999999597e-06,1.948147706891270144e+18
6.754999999999999700e-06,1.896024026056151296e+18
6.761999999999999802e-06,1.843788130622894336e+18
6.768999999999999904e-06,1.791440020591498752e+18
6.776000000000000007e-06,1.738979695961964544e+18
6.783000000000000109e-06,1.686407156734292736e+18
6.790000000000000212e-06,1.633722402908482304e+18
6.796999999999999467e-06,1.580925434484542208e+18
6.803999999999999569e-06,1.528016251462455808e+18
6.810999999999999672e-06,1.474994853842232320e+18
6.817999999999999774e-06,1.421861241623868928e+18
6.824999999999999876e-06,1.368615414807369216e+18
6.831999999999999979e-06,1.315257373392729856e+18
6.839000000000000081e-06,1.261787117379953408e+18
6.846000000000000184e-06,1.208204646769038848e+18
6.852999999999999439e-06,1.154509961559992320e+18
6.859999999999999541e-06,1.100703061752801408e+18
6.866999999999999644e-06,1.046783947347472896e+18
6.873999999999999746e-06,9.927526183440056320e+17
6.880999999999999848e-06,9.386090747424008960e+17
6.887999999999999951e-06,8.843533165426574080e+17
6.895000000000000053e-06,8.299853437447760640e+17
6.902000000000000156e-06,7.755051563487567360e+17
6.908999999999999411e-06,7.209127543546060800e+17
6.915999999999999513e-06,6.662081377623107840e+17
6.922999999999999616e-06,6.113913065718772480e+17
6.929999999999999718e-06,5.564622607833056000e+17
6.936999999999999821e-06,5.014210003965959040e+17
6.943999999999999923e-06,4.462675254117481600e+17
6.951000000000000025e-06,3.910018358287619840e+17
6.958000000000000128e-06,3.356239316476380160e+17
6.965000000000000230e-06,2.801338128683756800e+17
6.971999999999999485e-06,2.245314794909822720e+17
6.978999999999999588e-06,1.688169315154439360e+17
6.985999999999999690e-06,1.129901689417673920e+17
6.992999999999999793e-06,5.705119176995278400e+16
6.999999999999999895e-06,9.999999999999935000e+14
